Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Loss per 1000 Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),cluster_id,risk_profile
India,2022,Man-in-the-Middle,Banking,32.47,947465,0.03427,Unknown,Unpatched Software,AI-based Detection,69,0,Widespread Lower-Loss Incidents
India,2022,SQL Injection,Education,0.83,977791,0.000849,Unknown,Weak Passwords,Antivirus,15,0,Widespread Lower-Loss Incidents
India,2022,SQL Injection,Healthcare,91.91,180456,0.509321,Unknown,Unpatched Software,VPN,8,1,Concentrated High-Loss Incidents
India,2022,DDoS,Banking,13.97,762440,0.018323,Nation-state,Unpatched Software,AI-based Detection,19,0,Widespread Lower-Loss Incidents
India,2022,Man-in-the-Middle,Telecommunications,73.24,943689,0.07761,Insider,Zero-day,Firewall,32,3,Critical High-Impact Incidents
India,2022,SQL Injection,Education,61.41,995847,0.061666,Nation-state,Social Engineering,Encryption,1,3,Critical High-Impact Incidents
India,2022,Ransomware,Retail,74.05,205336,0.360628,Hacker Group,Social Engineering,AI-based Detection,2,1,Concentrated High-Loss Incidents
India,2022,SQL Injection,IT,32.73,153154,0.213706,Hacker Group,Zero-day,VPN,37,2,Lower-Impact Incidents
India,2022,SQL Injection,Telecommunications,95.74,849940,0.112643,Insider,Weak Passwords,AI-based Detection,61,3,Critical High-Impact Incidents
India,2022,SQL Injection,Banking,27.86,310150,0.089828,Unknown,Unpatched Software,AI-based Detection,21,2,Lower-Impact Incidents
India,2022,SQL Injection,Government,53.89,633626,0.08505,Nation-state,Social Engineering,Antivirus,54,3,Critical High-Impact Incidents
Japan,2022,Phishing,Banking,98.47,972469,0.101258,Nation-state,Zero-day,Antivirus,21,3,Critical High-Impact Incidents
Japan,2022,DDoS,Education,82.19,905203,0.090797,Hacker Group,Weak Passwords,Antivirus,37,3,Critical High-Impact Incidents
Japan,2022,DDoS,Retail,64.38,88354,0.72866,Nation-state,Social Engineering,AI-based Detection,52,1,Concentrated High-Loss Incidents
Japan,2022,Malware,Government,71.54,668679,0.106987,Unknown,Social Engineering,VPN,27,3,Critical High-Impact Incidents
Japan,2022,Malware,Telecommunications,38.46,39814,0.965992,Insider,Social Engineering,VPN,32,2,Lower-Impact Incidents
Japan,2022,DDoS,Education,12.61,756722,0.016664,Nation-state,Weak Passwords,VPN,15,0,Widespread Lower-Loss Incidents
Japan,2022,DDoS,Telecommunications,34.31,305329,0.112371,Unknown,Unpatched Software,Firewall,40,2,Lower-Impact Incidents
Japan,2022,SQL Injection,Government,79.19,950425,0.083321,Unknown,Social Engineering,Antivirus,54,3,Critical High-Impact Incidents
Japan,2022,Man-in-the-Middle,Retail,37.15,241151,0.154053,Hacker Group,Social Engineering,Antivirus,56,2,Lower-Impact Incidents
Japan,2022,Phishing,Telecommunications,33.54,55209,0.60751,Nation-state,Unpatched Software,VPN,11,2,Lower-Impact Incidents
Japan,2022,DDoS,IT,20.16,174510,0.115523,Insider,Zero-day,AI-based Detection,60,2,Lower-Impact Incidents
Japan,2022,Malware,Healthcare,73.26,841903,0.087017,Unknown,Social Engineering,Firewall,7,3,Critical High-Impact Incidents
Japan,2022,Phishing,Government,71.12,76776,0.926331,Unknown,Unpatched Software,Firewall,42,1,Concentrated High-Loss Incidents
Japan,2022,Ransomware,IT,73.1,346939,0.2107,Insider,Weak Passwords,VPN,21,1,Concentrated High-Loss Incidents
Japan,2022,Malware,Education,53.04,570494,0.092972,Nation-state,Unpatched Software,VPN,53,3,Critical High-Impact Incidents
Japan,2022,DDoS,Telecommunications,94.79,534069,0.177486,Nation-state,Social Engineering,Antivirus,6,3,Critical High-Impact Incidents
Japan,2022,Phishing,Telecommunications,20.42,186148,0.109698,Nation-state,Weak Passwords,Antivirus,32,2,Lower-Impact Incidents
Japan,2022,Ransomware,IT,84.09,991854,0.084781,Unknown,Unpatched Software,VPN,11,3,Critical High-Impact Incidents
Japan,2022,Malware,Retail,26.7,50007,0.533925,Nation-state,Weak Passwords,Antivirus,19,2,Lower-Impact Incidents
Japan,2022,Ransomware,Education,51.51,536995,0.095923,Hacker Group,Weak Passwords,Encryption,3,3,Critical High-Impact Incidents
Japan,2022,Ransomware,Retail,71.26,440529,0.16176,Insider,Weak Passwords,Encryption,20,1,Concentrated High-Loss Incidents
Japan,2022,Man-in-the-Middle,Retail,44.34,516125,0.085909,Unknown,Zero-day,Firewall,67,2,Lower-Impact Incidents
Japan,2022,Man-in-the-Middle,Government,39.87,243600,0.16367,Unknown,Weak Passwords,AI-based Detection,40,2,Lower-Impact Incidents
Japan,2022,Ransomware,Government,86.84,122651,0.708025,Insider,Weak Passwords,AI-based Detection,59,1,Concentrated High-Loss Incidents
Japan,2022,DDoS,Healthcare,9.5,387457,0.024519,Nation-state,Weak Passwords,VPN,61,2,Lower-Impact Incidents
Japan,2022,SQL Injection,Retail,43.73,392831,0.11132,Nation-state,Weak Passwords,AI-based Detection,71,2,Lower-Impact Incidents
Japan,2022,Man-in-the-Middle,IT,65.19,216303,0.301383,Hacker Group,Unpatched Software,AI-based Detection,49,1,Concentrated High-Loss Incidents
Japan,2022,Ransomware,Banking,26.17,937653,0.02791,Insider,Unpatched Software,Encryption,24,0,Widespread Lower-Loss Incidents
Japan,2022,Malware,IT,71.15,840225,0.08468,Unknown,Zero-day,Encryption,70,3,Critical High-Impact Incidents
Japan,2022,Malware,Education,17.3,893060,0.019372,Unknown,Social Engineering,Encryption,19,0,Widespread Lower-Loss Incidents
Japan,2022,SQL Injection,IT,66.66,749545,0.088934,Unknown,Social Engineering,AI-based Detection,30,3,Critical High-Impact Incidents
Japan,2022,SQL Injection,Telecommunications,67.62,822256,0.082237,Insider,Unpatched Software,Firewall,60,3,Critical High-Impact Incidents
Japan,2022,Phishing,Telecommunications,35.54,604908,0.058753,Unknown,Zero-day,Antivirus,25,0,Widespread Lower-Loss Incidents
Japan,2022,Phishing,Healthcare,55.72,179545,0.31034,Unknown,Zero-day,Encryption,15,1,Concentrated High-Loss Incidents
Japan,2022,Malware,Education,97.32,742866,0.131006,Nation-state,Social Engineering,Encryption,61,3,Critical High-Impact Incidents
Japan,2022,DDoS,IT,51.95,65516,0.792936,Insider,Weak Passwords,Firewall,37,1,Concentrated High-Loss Incidents
Japan,2022,Malware,IT,1.92,2653,0.723709,Nation-state,Unpatched Software,AI-based Detection,56,2,Lower-Impact Incidents
Japan,2022,Phishing,Banking,12.42,570853,0.021757,Unknown,Unpatched Software,Encryption,4,0,Widespread Lower-Loss Incidents
Japan,2022,SQL Injection,Banking,34.03,700439,0.048584,Insider,Zero-day,Encryption,41,0,Widespread Lower-Loss Incidents
Russia,2022,Phishing,Telecommunications,73.26,687383,0.106578,Nation-state,Weak Passwords,VPN,8,3,Critical High-Impact Incidents
Russia,2022,Ransomware,Telecommunications,16.98,905673,0.018748,Insider,Weak Passwords,VPN,54,0,Widespread Lower-Loss Incidents
Russia,2022,Malware,Retail,71.15,258554,0.275184,Unknown,Social Engineering,AI-based Detection,72,1,Concentrated High-Loss Incidents
Russia,2022,Man-in-the-Middle,IT,34.57,46493,0.743553,Insider,Unpatched Software,Encryption,62,2,Lower-Impact Incidents
Russia,2022,SQL Injection,Retail,6.61,351048,0.018829,Insider,Unpatched Software,VPN,57,2,Lower-Impact Incidents
Russia,2022,Man-in-the-Middle,Healthcare,27.82,182378,0.15254,Insider,Social Engineering,AI-based Detection,10,2,Lower-Impact Incidents
Russia,2022,Malware,Banking,39.62,850339,0.046593,Hacker Group,Social Engineering,Firewall,50,0,Widespread Lower-Loss Incidents
Russia,2022,Man-in-the-Middle,Banking,53.95,846546,0.06373,Unknown,Unpatched Software,VPN,51,3,Critical High-Impact Incidents
Russia,2022,Malware,Healthcare,34.32,554162,0.061931,Insider,Weak Passwords,Encryption,33,0,Widespread Lower-Loss Incidents
Russia,2022,Malware,Government,33.8,613718,0.055074,Unknown,Unpatched Software,AI-based Detection,60,0,Widespread Lower-Loss Incidents
Russia,2022,Man-in-the-Middle,IT,84.1,919858,0.091427,Nation-state,Unpatched Software,Encryption,47,3,Critical High-Impact Incidents
Russia,2022,Phishing,Retail,67.17,774613,0.086714,Hacker Group,Weak Passwords,Encryption,53,3,Critical High-Impact Incidents
Russia,2022,Ransomware,Retail,76.93,449596,0.171109,Unknown,Unpatched Software,AI-based Detection,3,1,Concentrated High-Loss Incidents
Russia,2022,Man-in-the-Middle,IT,49.87,816398,0.061085,Insider,Social Engineering,Encryption,39,3,Critical High-Impact Incidents
Russia,2022,Ransomware,Banking,50.11,851222,0.058868,Insider,Weak Passwords,Encryption,16,3,Critical High-Impact Incidents
Russia,2022,Ransomware,Government,38.84,211205,0.183897,Insider,Unpatched Software,Antivirus,54,2,Lower-Impact Incidents
Russia,2022,DDoS,Education,13.89,537149,0.025859,Nation-state,Unpatched Software,VPN,54,0,Widespread Lower-Loss Incidents
Russia,2022,Malware,Healthcare,81.92,30180,2.71438,Insider,Weak Passwords,AI-based Detection,53,1,Concentrated High-Loss Incidents
Russia,2022,Phishing,Telecommunications,56.44,359577,0.156962,Unknown,Zero-day,Encryption,38,1,Concentrated High-Loss Incidents
Russia,2022,Malware,Telecommunications,84.57,262201,0.322539,Nation-state,Weak Passwords,Encryption,54,1,Concentrated High-Loss Incidents
Russia,2022,DDoS,Education,69.24,495616,0.139705,Nation-state,Unpatched Software,Antivirus,38,1,Concentrated High-Loss Incidents
Russia,2022,SQL Injection,Telecommunications,1.99,652682,0.003049,Insider,Social Engineering,Encryption,46,0,Widespread Lower-Loss Incidents
Russia,2022,DDoS,Banking,84.09,153829,0.546646,Hacker Group,Weak Passwords,VPN,6,1,Concentrated High-Loss Incidents
Russia,2022,SQL Injection,IT,2.1,354694,0.005921,Insider,Weak Passwords,Encryption,18,2,Lower-Impact Incidents
Russia,2022,Man-in-the-Middle,Education,96.44,106169,0.908363,Nation-state,Unpatched Software,Encryption,28,1,Concentrated High-Loss Incidents
Russia,2022,SQL Injection,Government,69.09,474183,0.145703,Insider,Weak Passwords,Antivirus,27,1,Concentrated High-Loss Incidents
Russia,2022,Ransomware,Healthcare,16.6,715102,0.023213,Insider,Zero-day,Antivirus,2,0,Widespread Lower-Loss Incidents
Russia,2022,DDoS,Healthcare,58.93,104121,0.565976,Hacker Group,Zero-day,Firewall,15,1,Concentrated High-Loss Incidents
Russia,2022,Ransomware,Retail,44.25,933418,0.047406,Nation-state,Zero-day,Antivirus,15,0,Widespread Lower-Loss Incidents
Russia,2022,Phishing,Banking,85.01,923558,0.092046,Insider,Weak Passwords,Encryption,41,3,Critical High-Impact Incidents
Russia,2022,Ransomware,Telecommunications,89.33,776295,0.115072,Unknown,Zero-day,VPN,40,3,Critical High-Impact Incidents
Russia,2022,Phishing,Education,33.49,68371,0.489828,Nation-state,Unpatched Software,Firewall,57,2,Lower-Impact Incidents
Russia,2022,SQL Injection,Banking,60.25,662517,0.090941,Unknown,Social Engineering,Firewall,40,3,Critical High-Impact Incidents
Russia,2022,Ransomware,IT,41.08,529025,0.077652,Insider,Unpatched Software,AI-based Detection,42,0,Widespread Lower-Loss Incidents
Russia,2022,DDoS,Retail,93.71,474552,0.19747,Nation-state,Zero-day,Encryption,20,1,Concentrated High-Loss Incidents
UK,2022,Malware,Healthcare,91.65,337120,0.271862,Insider,Weak Passwords,Firewall,59,1,Concentrated High-Loss Incidents
UK,2022,Phishing,Retail,26.63,725905,0.036685,Hacker Group,Zero-day,VPN,54,0,Widespread Lower-Loss Incidents
UK,2022,DDoS,Government,50.04,841198,0.059487,Unknown,Zero-day,VPN,41,3,Critical High-Impact Incidents
UK,2022,Malware,Healthcare,21.26,602041,0.035313,Hacker Group,Unpatched Software,AI-based Detection,25,0,Widespread Lower-Loss Incidents
UK,2022,SQL Injection,IT,61.97,627852,0.098702,Nation-state,Unpatched Software,VPN,23,3,Critical High-Impact Incidents
UK,2022,DDoS,IT,53.91,64163,0.840204,Unknown,Weak Passwords,AI-based Detection,7,1,Concentrated High-Loss Incidents
UK,2022,Phishing,Retail,49.08,445458,0.110179,Hacker Group,Unpatched Software,Antivirus,36,2,Lower-Impact Incidents
UK,2022,Phishing,Banking,18.45,848022,0.021757,Hacker Group,Social Engineering,Antivirus,10,0,Widespread Lower-Loss Incidents
UK,2022,Ransomware,Retail,10.44,19404,0.538033,Nation-state,Unpatched Software,Firewall,32,2,Lower-Impact Incidents
UK,2022,SQL Injection,IT,32.17,379954,0.084668,Insider,Unpatched Software,Firewall,9,2,Lower-Impact Incidents
UK,2022,Malware,Healthcare,12.67,781284,0.016217,Hacker Group,Weak Passwords,Firewall,11,0,Widespread Lower-Loss Incidents
UK,2022,Phishing,Government,97.56,722445,0.135041,Nation-state,Weak Passwords,Firewall,10,3,Critical High-Impact Incidents
UK,2022,Phishing,Retail,13.37,40843,0.327351,Unknown,Weak Passwords,Encryption,66,2,Lower-Impact Incidents
UK,2022,DDoS,Retail,45.73,554585,0.082458,Hacker Group,Social Engineering,VPN,63,0,Widespread Lower-Loss Incidents
UK,2022,Phishing,Banking,57.89,135941,0.425847,Nation-state,Social Engineering,AI-based Detection,7,1,Concentrated High-Loss Incidents
UK,2022,Phishing,Government,61.87,298941,0.206964,Unknown,Zero-day,Antivirus,13,1,Concentrated High-Loss Incidents
UK,2022,Ransomware,IT,63.67,560021,0.113692,Unknown,Zero-day,Encryption,43,3,Critical High-Impact Incidents
UK,2022,DDoS,Education,71.55,654253,0.109361,Insider,Weak Passwords,VPN,35,3,Critical High-Impact Incidents
UK,2022,Ransomware,Government,85.43,688150,0.124144,Unknown,Weak Passwords,Firewall,58,3,Critical High-Impact Incidents
UK,2022,Phishing,Education,36.15,375734,0.096212,Nation-state,Weak Passwords,AI-based Detection,31,2,Lower-Impact Incidents
UK,2022,DDoS,IT,93.96,446331,0.210516,Nation-state,Unpatched Software,AI-based Detection,17,1,Concentrated High-Loss Incidents
UK,2022,Ransomware,Healthcare,75.67,413293,0.18309,Hacker Group,Zero-day,Antivirus,27,1,Concentrated High-Loss Incidents
UK,2022,Man-in-the-Middle,IT,66.25,303838,0.218044,Nation-state,Zero-day,AI-based Detection,56,1,Concentrated High-Loss Incidents
UK,2022,DDoS,Education,32.2,49715,0.647692,Insider,Unpatched Software,Encryption,72,2,Lower-Impact Incidents
UK,2022,DDoS,IT,29.05,186700,0.155597,Insider,Weak Passwords,Antivirus,37,2,Lower-Impact Incidents
UK,2022,DDoS,Education,21.01,452432,0.046438,Nation-state,Unpatched Software,Firewall,8,2,Lower-Impact Incidents
UK,2022,SQL Injection,Education,66.24,678876,0.097573,Hacker Group,Social Engineering,AI-based Detection,11,3,Critical High-Impact Incidents
UK,2022,Ransomware,Education,4.29,383246,0.011194,Nation-state,Unpatched Software,VPN,45,2,Lower-Impact Incidents
UK,2022,Malware,Retail,39.55,337363,0.117233,Insider,Social Engineering,VPN,2,2,Lower-Impact Incidents
UK,2022,Phishing,Telecommunications,62.8,758516,0.082793,Hacker Group,Zero-day,VPN,16,3,Critical High-Impact Incidents
UK,2022,Ransomware,Government,31.94,485080,0.065845,Insider,Weak Passwords,Antivirus,61,2,Lower-Impact Incidents
UK,2022,DDoS,Telecommunications,80.05,484908,0.165083,Unknown,Weak Passwords,Firewall,42,1,Concentrated High-Loss Incidents
UK,2022,DDoS,Education,79.6,446296,0.178357,Unknown,Zero-day,AI-based Detection,4,1,Concentrated High-Loss Incidents
UK,2022,Malware,Telecommunications,38.76,361529,0.107211,Nation-state,Social Engineering,Firewall,67,2,Lower-Impact Incidents
UK,2022,DDoS,Telecommunications,50.9,645154,0.078896,Insider,Weak Passwords,AI-based Detection,16,3,Critical High-Impact Incidents
UK,2022,Man-in-the-Middle,Telecommunications,88.71,191263,0.463812,Hacker Group,Unpatched Software,Encryption,68,1,Concentrated High-Loss Incidents
USA,2022,Phishing,IT,48.71,520480,0.093587,Insider,Weak Passwords,VPN,66,2,Lower-Impact Incidents
USA,2022,Ransomware,Education,21.01,787752,0.026671,Nation-state,Weak Passwords,Antivirus,9,0,Widespread Lower-Loss Incidents
USA,2022,Man-in-the-Middle,Retail,75.51,298887,0.252637,Nation-state,Zero-day,VPN,44,1,Concentrated High-Loss Incidents
USA,2022,Malware,IT,4.06,863756,0.0047,Nation-state,Unpatched Software,AI-based Detection,66,0,Widespread Lower-Loss Incidents
USA,2022,Ransomware,IT,38.84,687052,0.056531,Nation-state,Unpatched Software,Encryption,34,0,Widespread Lower-Loss Incidents
USA,2022,Phishing,IT,59.7,382379,0.156128,Nation-state,Unpatched Software,Firewall,2,1,Concentrated High-Loss Incidents
USA,2022,Phishing,Retail,47.66,20064,2.375399,Insider,Social Engineering,Encryption,61,2,Lower-Impact Incidents
USA,2022,Malware,Banking,46.75,239200,0.195443,Nation-state,Social Engineering,Encryption,8,2,Lower-Impact Incidents
USA,2022,Ransomware,Government,71.33,257989,0.276485,Unknown,Unpatched Software,AI-based Detection,68,1,Concentrated High-Loss Incidents
USA,2022,Malware,Retail,7.65,864358,0.00885,Hacker Group,Unpatched Software,VPN,11,0,Widespread Lower-Loss Incidents
USA,2022,SQL Injection,IT,8.5,523164,0.016247,Hacker Group,Weak Passwords,AI-based Detection,30,0,Widespread Lower-Loss Incidents
USA,2022,Ransomware,IT,50.4,34584,1.457321,Insider,Zero-day,Firewall,43,2,Lower-Impact Incidents
USA,2022,DDoS,Retail,32.53,235314,0.138241,Insider,Weak Passwords,AI-based Detection,62,2,Lower-Impact Incidents
USA,2022,SQL Injection,IT,37.94,691377,0.054876,Hacker Group,Social Engineering,Antivirus,44,0,Widespread Lower-Loss Incidents
USA,2022,Ransomware,Banking,34.58,322611,0.107188,Unknown,Unpatched Software,VPN,16,2,Lower-Impact Incidents
USA,2022,SQL Injection,Government,98.46,429452,0.229269,Hacker Group,Weak Passwords,Antivirus,6,1,Concentrated High-Loss Incidents
USA,2022,DDoS,Healthcare,56.89,388698,0.14636,Nation-state,Social Engineering,VPN,35,1,Concentrated High-Loss Incidents
USA,2022,Ransomware,Education,14.5,353297,0.041042,Insider,Weak Passwords,VPN,58,2,Lower-Impact Incidents
USA,2022,Ransomware,IT,85.61,826018,0.103642,Hacker Group,Weak Passwords,Firewall,24,3,Critical High-Impact Incidents
USA,2022,DDoS,IT,74.59,281698,0.264787,Insider,Social Engineering,Encryption,18,1,Concentrated High-Loss Incidents
USA,2022,Ransomware,Government,33.71,135105,0.24951,Unknown,Unpatched Software,VPN,48,2,Lower-Impact Incidents
USA,2022,Phishing,Government,92.54,653402,0.141628,Hacker Group,Social Engineering,Firewall,5,3,Critical High-Impact Incidents
USA,2022,Ransomware,Retail,92.88,771367,0.12041,Hacker Group,Social Engineering,Firewall,5,3,Critical High-Impact Incidents
USA,2022,Man-in-the-Middle,Banking,65.51,977913,0.06699,Hacker Group,Weak Passwords,Antivirus,70,3,Critical High-Impact Incidents
USA,2022,Man-in-the-Middle,Education,83.61,30235,2.765338,Insider,Weak Passwords,Encryption,47,1,Concentrated High-Loss Incidents
Australia,2023,Man-in-the-Middle,Banking,57.34,471743,0.121549,Unknown,Zero-day,Firewall,29,1,Concentrated High-Loss Incidents
Australia,2023,Man-in-the-Middle,Healthcare,7.54,710871,0.010607,Insider,Zero-day,Firewall,55,0,Widespread Lower-Loss Incidents
Australia,2023,Phishing,Government,91.02,305005,0.298421,Hacker Group,Zero-day,Firewall,71,1,Concentrated High-Loss Incidents
Australia,2023,SQL Injection,Education,42.5,933030,0.045551,Insider,Social Engineering,Antivirus,27,0,Widespread Lower-Loss Incidents
Australia,2023,DDoS,IT,31.48,771547,0.040801,Hacker Group,Zero-day,Antivirus,5,0,Widespread Lower-Loss Incidents
Australia,2023,Ransomware,Education,94.86,127127,0.746183,Unknown,Social Engineering,Encryption,47,1,Concentrated High-Loss Incidents
Australia,2023,Malware,Retail,99.72,307143,0.32467,Hacker Group,Social Engineering,VPN,1,1,Concentrated High-Loss Incidents
Australia,2023,Man-in-the-Middle,Telecommunications,66.91,156195,0.428375,Nation-state,Unpatched Software,Firewall,58,1,Concentrated High-Loss Incidents
Australia,2023,SQL Injection,Retail,78.57,805183,0.09758,Unknown,Weak Passwords,VPN,37,3,Critical High-Impact Incidents
Australia,2023,SQL Injection,Telecommunications,20.95,341111,0.061417,Insider,Weak Passwords,VPN,14,2,Lower-Impact Incidents
Australia,2023,Phishing,Retail,78.28,92925,0.8424,Insider,Zero-day,VPN,53,1,Concentrated High-Loss Incidents
Australia,2023,Man-in-the-Middle,Retail,92.57,813789,0.113752,Nation-state,Unpatched Software,Antivirus,27,3,Critical High-Impact Incidents
Australia,2023,Malware,Banking,25.7,993215,0.025876,Nation-state,Zero-day,AI-based Detection,56,0,Widespread Lower-Loss Incidents
Australia,2023,DDoS,Government,97.18,692900,0.140251,Unknown,Social Engineering,Encryption,72,3,Critical High-Impact Incidents
Australia,2023,Malware,Government,55.72,14483,3.847269,Nation-state,Weak Passwords,Firewall,36,1,Concentrated High-Loss Incidents
Australia,2023,DDoS,IT,81.89,525978,0.155691,Unknown,Weak Passwords,Antivirus,12,3,Critical High-Impact Incidents
Australia,2023,Phishing,Telecommunications,24.65,221512,0.111281,Nation-state,Zero-day,AI-based Detection,56,2,Lower-Impact Incidents
Australia,2023,Ransomware,IT,17.26,777799,0.022191,Insider,Weak Passwords,Firewall,2,0,Widespread Lower-Loss Incidents
Australia,2023,Malware,Healthcare,37.73,158107,0.238636,Unknown,Unpatched Software,AI-based Detection,43,2,Lower-Impact Incidents
Australia,2023,Ransomware,Retail,41.54,396865,0.10467,Insider,Social Engineering,AI-based Detection,42,2,Lower-Impact Incidents
Australia,2023,DDoS,IT,99.62,285609,0.348799,Unknown,Weak Passwords,Firewall,46,1,Concentrated High-Loss Incidents
Australia,2023,Malware,Retail,5.24,696902,0.007519,Nation-state,Unpatched Software,Encryption,21,0,Widespread Lower-Loss Incidents
Australia,2023,Man-in-the-Middle,Retail,93.25,349335,0.266936,Nation-state,Zero-day,Firewall,27,1,Concentrated High-Loss Incidents
Australia,2023,Ransomware,Healthcare,21.54,388211,0.055485,Nation-state,Weak Passwords,Antivirus,22,2,Lower-Impact Incidents
Australia,2023,SQL Injection,Healthcare,99.19,538688,0.184133,Nation-state,Zero-day,Encryption,36,3,Critical High-Impact Incidents
Australia,2023,DDoS,IT,55.94,890234,0.062837,Nation-state,Unpatched Software,VPN,53,3,Critical High-Impact Incidents
Australia,2023,Phishing,Education,81.81,16360,5.000611,Nation-state,Unpatched Software,AI-based Detection,37,1,Concentrated High-Loss Incidents
Australia,2023,Malware,Telecommunications,1.51,954902,0.001581,Hacker Group,Unpatched Software,AI-based Detection,55,0,Widespread Lower-Loss Incidents
Australia,2023,DDoS,Government,76.25,900661,0.08466,Insider,Unpatched Software,Encryption,64,3,Critical High-Impact Incidents
Australia,2023,Malware,Education,67.23,362308,0.18556,Unknown,Social Engineering,AI-based Detection,5,1,Concentrated High-Loss Incidents
Australia,2023,Ransomware,Government,96.44,472878,0.203943,Unknown,Social Engineering,Firewall,37,1,Concentrated High-Loss Incidents
Brazil,2023,Phishing,Government,72.57,720220,0.100761,Unknown,Weak Passwords,Firewall,71,3,Critical High-Impact Incidents
Brazil,2023,SQL Injection,Telecommunications,31.54,839281,0.03758,Insider,Weak Passwords,Encryption,25,0,Widespread Lower-Loss Incidents
Brazil,2023,Man-in-the-Middle,Education,27.58,171936,0.160409,Hacker Group,Weak Passwords,VPN,70,2,Lower-Impact Incidents
Brazil,2023,Ransomware,Retail,66.38,608520,0.109084,Hacker Group,Zero-day,VPN,14,3,Critical High-Impact Incidents
Brazil,2023,Man-in-the-Middle,Telecommunications,90.37,705678,0.128061,Hacker Group,Zero-day,Antivirus,57,3,Critical High-Impact Incidents
Brazil,2023,SQL Injection,Healthcare,76.58,626352,0.122264,Hacker Group,Social Engineering,Encryption,33,3,Critical High-Impact Incidents
Brazil,2023,Man-in-the-Middle,Banking,20.15,376174,0.053566,Unknown,Social Engineering,Firewall,43,2,Lower-Impact Incidents
Brazil,2023,Phishing,Retail,42.69,309021,0.138146,Unknown,Unpatched Software,Encryption,2,2,Lower-Impact Incidents
Brazil,2023,DDoS,Telecommunications,51.84,699007,0.074162,Hacker Group,Social Engineering,VPN,30,3,Critical High-Impact Incidents
Brazil,2023,Ransomware,Telecommunications,32.18,812908,0.039586,Hacker Group,Weak Passwords,Antivirus,12,0,Widespread Lower-Loss Incidents
Brazil,2023,Phishing,Banking,71.86,151590,0.474042,Nation-state,Zero-day,Antivirus,30,1,Concentrated High-Loss Incidents
Brazil,2023,Man-in-the-Middle,Retail,74.85,549300,0.136264,Hacker Group,Weak Passwords,Antivirus,26,3,Critical High-Impact Incidents
Brazil,2023,DDoS,IT,84.19,390409,0.215646,Insider,Zero-day,AI-based Detection,31,1,Concentrated High-Loss Incidents
Brazil,2023,SQL Injection,Telecommunications,30.28,892843,0.033914,Hacker Group,Zero-day,VPN,26,0,Widespread Lower-Loss Incidents
Brazil,2023,Malware,Telecommunications,62.77,422623,0.148525,Nation-state,Zero-day,AI-based Detection,55,1,Concentrated High-Loss Incidents
Brazil,2023,SQL Injection,Healthcare,47.59,933271,0.050993,Insider,Unpatched Software,Antivirus,30,0,Widespread Lower-Loss Incidents
Brazil,2023,DDoS,Government,42.75,746425,0.057273,Unknown,Zero-day,VPN,24,0,Widespread Lower-Loss Incidents
Brazil,2023,Phishing,IT,23.01,195113,0.117932,Unknown,Unpatched Software,Encryption,4,2,Lower-Impact Incidents
Brazil,2023,Man-in-the-Middle,IT,10.18,933883,0.010901,Nation-state,Social Engineering,Encryption,41,0,Widespread Lower-Loss Incidents
Brazil,2023,Ransomware,Government,4.6,762006,0.006037,Unknown,Weak Passwords,Antivirus,21,0,Widespread Lower-Loss Incidents
Brazil,2023,DDoS,IT,45.97,312555,0.147078,Nation-state,Social Engineering,AI-based Detection,67,2,Lower-Impact Incidents
Brazil,2023,Phishing,Banking,69.45,852592,0.081457,Nation-state,Zero-day,AI-based Detection,12,3,Critical High-Impact Incidents
Brazil,2023,Malware,Healthcare,61.56,907121,0.067863,Unknown,Social Engineering,VPN,33,3,Critical High-Impact Incidents
Brazil,2023,SQL Injection,Education,89.04,351850,0.253062,Hacker Group,Social Engineering,Encryption,21,1,Concentrated High-Loss Incidents
Brazil,2023,SQL Injection,Retail,56.76,774426,0.073293,Hacker Group,Social Engineering,AI-based Detection,21,3,Critical High-Impact Incidents
Brazil,2023,Ransomware,Telecommunications,71.4,66852,1.068031,Hacker Group,Weak Passwords,VPN,58,1,Concentrated High-Loss Incidents
Brazil,2023,Phishing,Healthcare,14.51,113777,0.12753,Nation-state,Weak Passwords,VPN,27,2,Lower-Impact Incidents
Brazil,2023,Malware,Government,19.18,993826,0.019299,Unknown,Zero-day,Firewall,7,0,Widespread Lower-Loss Incidents
Brazil,2023,DDoS,Education,50.34,897521,0.056088,Nation-state,Social Engineering,AI-based Detection,19,3,Critical High-Impact Incidents
Brazil,2023,Man-in-the-Middle,Retail,59.18,610786,0.096892,Nation-state,Social Engineering,AI-based Detection,31,3,Critical High-Impact Incidents
Brazil,2023,SQL Injection,Healthcare,7.33,486146,0.015078,Insider,Zero-day,Firewall,12,2,Lower-Impact Incidents
Brazil,2023,SQL Injection,IT,97.37,796195,0.122294,Nation-state,Social Engineering,Firewall,20,3,Critical High-Impact Incidents
Brazil,2023,SQL Injection,Healthcare,72.9,434510,0.167775,Hacker Group,Social Engineering,Firewall,72,1,Concentrated High-Loss Incidents
Brazil,2023,Ransomware,Healthcare,30.45,480773,0.063336,Hacker Group,Weak Passwords,Encryption,52,2,Lower-Impact Incidents
China,2023,SQL Injection,Telecommunications,54.41,215401,0.252599,Hacker Group,Social Engineering,VPN,50,1,Concentrated High-Loss Incidents
